date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests
2021-06-02,Sonoma,County,496668.0,39.0,30295.0,0.0,313.0,1786.0,736547,52.0,33278,35.0,30359.0,0.0,322.0,1619.0
2021-06-03,Sonoma,County,496668.0,19.0,30314.0,0.0,313.0,1499.0,738046,29.0,33307,24.0,30383.0,0.0,322.0,1640.0
2021-06-04,Sonoma,County,496668.0,22.0,30336.0,0.0,313.0,1826.0,739872,28.0,33335,28.0,30411.0,1.0,323.0,2053.0
2021-06-05,Sonoma,County,496668.0,21.0,30357.0,1.0,314.0,774.0,740646,20.0,33355,39.0,30450.0,0.0,323.0,1724.0
2021-06-06,Sonoma,County,496668.0,27.0,30384.0,0.0,314.0,632.0,741278,19.0,33374,28.0,30478.0,0.0,323.0,1668.0
2021-06-07,Sonoma,County,496668.0,31.0,30415.0,0.0,314.0,2012.0,743290,39.0,33413,26.0,30504.0,0.0,323.0,1965.0
2021-06-08,Sonoma,County,496668.0,36.0,30451.0,0.0,314.0,1900.0,745190,38.0,33451,19.0,30523.0,0.0,323.0,925.0
2021-06-09,Sonoma,County,496668.0,26.0,30477.0,0.0,314.0,2094.0,747284,29.0,33480,17.0,30540.0,0.0,323.0,1168.0
2021-06-10,Sonoma,County,496668.0,22.0,30499.0,0.0,314.0,1608.0,748892,25.0,33505,31.0,30571.0,0.0,323.0,1577.0
2021-06-11,Sonoma,County,496668.0,36.0,30535.0,0.0,314.0,1373.0,750265,42.0,33547,53.0,30624.0,0.0,323.0,1871.0
2021-06-12,Sonoma,County,496668.0,18.0,30553.0,0.0,314.0,1101.0,751366,17.0,33564,23.0,30647.0,0.0,323.0,1600.0
2021-06-13,Sonoma,County,496668.0,29.0,30582.0,0.0,314.0,580.0,751946,27.0,33591,16.0,30663.0,0.0,323.0,1646.0
2021-06-14,Sonoma,County,496668.0,35.0,30617.0,0.0,314.0,1849.0,753795,44.0,33635,16.0,30679.0,0.0,323.0,1254.0
2021-06-15,Sonoma,County,496668.0,32.0,30649.0,0.0,314.0,1437.0,755232,31.0,33666,28.0,30707.0,0.0,323.0,901.0
2021-06-16,Sonoma,County,496668.0,39.0,30688.0,1.0,315.0,1072.0,756304,21.0,33687,34.0,30741.0,0.0,323.0,1668.0
2021-06-17,Sonoma,County,496668.0,36.0,30724.0,0.0,315.0,1062.0,757366,31.0,33718,52.0,30793.0,0.0,323.0,1618.0
2021-06-18,Sonoma,County,496668.0,30.0,30754.0,0.0,315.0,1022.0,758388,45.0,33763,23.0,30816.0,-10.0,313.0,1150.0
2021-06-19,Sonoma,County,496668.0,18.0,30772.0,0.0,315.0,699.0,759087,15.0,33778,25.0,30841.0,1.0,314.0,949.0
2021-06-20,Sonoma,County,496668.0,41.0,30813.0,0.0,315.0,518.0,759605,18.0,33796,43.0,30884.0,0.0,314.0,1060.0
2021-06-21,Sonoma,County,496668.0,47.0,30860.0,0.0,315.0,1508.0,761113,60.0,33856,28.0,30912.0,0.0,314.0,928.0
2021-06-22,Sonoma,County,496668.0,23.0,30883.0,0.0,315.0,1240.0,762353,37.0,33893,21.0,30933.0,0.0,314.0,508.0
2021-06-23,Sonoma,County,496668.0,40.0,30923.0,0.0,315.0,1466.0,763819,32.0,33925,26.0,30959.0,0.0,314.0,824.0
2021-06-24,Sonoma,County,496668.0,40.0,30963.0,0.0,315.0,1293.0,765112,50.0,33975,61.0,31020.0,0.0,314.0,1640.0
2021-06-25,Sonoma,County,496668.0,29.0,30992.0,0.0,315.0,1178.0,766290,31.0,34006,23.0,31043.0,0.0,314.0,1231.0
2021-06-26,Sonoma,County,496668.0,23.0,31015.0,1.0,316.0,876.0,767166,23.0,34029,45.0,31088.0,1.0,315.0,1523.0
2021-06-27,Sonoma,County,496668.0,26.0,31041.0,0.0,316.0,804.0,767970,17.0,34046,41.0,31129.0,0.0,315.0,957.0
2021-06-28,Sonoma,County,496668.0,38.0,31079.0,0.0,316.0,1598.0,769568,43.0,34089,8.0,31137.0,0.0,315.0,670.0
2021-06-29,Sonoma,County,496668.0,37.0,31116.0,0.0,316.0,1280.0,770848,37.0,34126,-187.0,30950.0,1.0,316.0,-31.0
2021-06-30,Sonoma,County,496668.0,42.0,31158.0,1.0,317.0,1087.0,771935,44.0,34170,-3.0,30947.0,0.0,316.0,1113.0
2021-07-01,Sonoma,County,496668.0,30.0,31188.0,2.0,319.0,1140.0,773075,32.0,34202,53.0,31000.0,0.0,316.0,1808.0
2021-07-02,Sonoma,County,496668.0,44.0,31232.0,0.0,319.0,1211.0,774286,41.0,34243,0.0,31000.0,0.0,316.0,
2021-07-03,Sonoma,County,496668.0,23.0,31255.0,0.0,319.0,574.0,774860,16.0,34259,0.0,31000.0,0.0,316.0,
2021-07-04,Sonoma,County,496668.0,34.0,31289.0,0.0,319.0,348.0,775208,20.0,34279,0.0,31000.0,0.0,316.0,
2021-07-05,Sonoma,County,496668.0,30.0,31319.0,1.0,320.0,587.0,775795,21.0,34300,116.0,31116.0,0.0,316.0,3624.0
2021-07-06,Sonoma,County,496668.0,53.0,31372.0,1.0,321.0,1845.0,777640,77.0,34377,14.0,31130.0,0.0,316.0,318.0
2021-07-07,Sonoma,County,496668.0,63.0,31435.0,0.0,321.0,1255.0,778895,65.0,34442,42.0,31172.0,0.0,316.0,1087.0
2021-07-08,Sonoma,County,496668.0,46.0,31481.0,1.0,322.0,1840.0,780735,48.0,34490,59.0,31231.0,1.0,317.0,1087.0
2021-07-09,Sonoma,County,496668.0,31.0,31512.0,1.0,323.0,1467.0,782202,42.0,34532,0.0,31231.0,0.0,317.0,
2021-07-10,Sonoma,County,496668.0,36.0,31548.0,1.0,324.0,547.0,782749,27.0,34559,0.0,31231.0,0.0,317.0,
2021-07-11,Sonoma,County,496668.0,51.0,31599.0,0.0,324.0,532.0,783281,24.0,34583,121.0,31352.0,5.0,322.0,
2021-07-12,Sonoma,County,496668.0,82.0,31681.0,1.0,325.0,1912.0,785193,100.0,34683,25.0,31377.0,0.0,322.0,1035.0
2021-07-13,Sonoma,County,496668.0,48.0,31729.0,1.0,326.0,1527.0,786720,52.0,34735,54.0,31431.0,0.0,322.0,833.0
2021-07-14,Sonoma,County,496668.0,59.0,31788.0,0.0,326.0,1315.0,788035,54.0,34789,39.0,31470.0,0.0,322.0,1055.0
2021-07-15,Sonoma,County,496668.0,52.0,31840.0,1.0,327.0,1455.0,789490,57.0,34846,66.0,31536.0,0.0,322.0,1739.0
2021-07-16,Sonoma,County,496668.0,61.0,31901.0,0.0,327.0,1253.0,790743,63.0,34909,0.0,31536.0,0.0,322.0,
2021-07-17,Sonoma,County,496668.0,52.0,31953.0,0.0,327.0,714.0,791457,37.0,34946,0.0,31536.0,0.0,322.0,
2021-07-18,Sonoma,County,496668.0,68.0,32021.0,0.0,327.0,586.0,792043,36.0,34982,139.0,31675.0,3.0,325.0,3749.0
2021-07-19,Sonoma,County,496668.0,105.0,32126.0,0.0,327.0,2104.0,794147,90.0,35072,38.0,31713.0,0.0,325.0,806.0
2021-07-20,Sonoma,County,496668.0,121.0,32247.0,0.0,327.0,1637.0,795784,105.0,35177,50.0,31763.0,1.0,326.0,820.0
2021-07-21,Sonoma,County,496668.0,119.0,32366.0,1.0,328.0,1726.0,797510,117.0,35294,26.0,31789.0,1.0,327.0,461.0
2021-07-22,Sonoma,County,496668.0,116.0,32482.0,0.0,328.0,1916.0,799426,105.0,35399,139.0,31928.0,0.0,327.0,2657.0
2021-07-23,Sonoma,County,496668.0,110.0,32592.0,0.0,328.0,1879.0,801305,120.0,35519,0.0,31928.0,0.0,327.0,
2021-07-24,Sonoma,County,496668.0,95.0,32687.0,0.0,328.0,775.0,802080,58.0,35577,0.0,31928.0,0.0,327.0,
2021-07-25,Sonoma,County,496668.0,125.0,32812.0,1.0,329.0,788.0,802868,109.0,35686,274.0,32202.0,1.0,328.0,4787.0
2021-07-26,Sonoma,County,496668.0,125.0,32937.0,1.0,330.0,2305.0,805173,160.0,35846,81.0,32283.0,0.0,328.0,1381.0
2021-07-27,Sonoma,County,496668.0,136.0,33073.0,1.0,331.0,1848.0,807021,134.0,35980,84.0,32367.0,0.0,328.0,1223.0
2021-07-28,Sonoma,County,496668.0,144.0,33217.0,1.0,332.0,1874.0,808895,166.0,36146,67.0,32434.0,0.0,328.0,791.0
2021-07-29,Sonoma,County,496668.0,144.0,33361.0,0.0,332.0,2304.0,811199,187.0,36333,167.0,32601.0,1.0,329.0,1923.0
2021-07-30,Sonoma,County,496668.0,174.0,33535.0,0.0,332.0,2149.0,813348,200.0,36533,0.0,32601.0,0.0,329.0,
2021-07-31,Sonoma,County,496668.0,95.0,33630.0,2.0,334.0,887.0,814235,67.0,36600,0.0,32601.0,0.0,329.0,
2021-08-01,Sonoma,County,496668.0,126.0,33756.0,2.0,336.0,838.0,815073,67.0,36667,475.0,33076.0,1.0,330.0,7104.0
2021-08-02,Sonoma,County,496668.0,192.0,33948.0,0.0,336.0,2882.0,817955,174.0,36841,56.0,33132.0,0.0,330.0,580.0
2021-08-03,Sonoma,County,496668.0,226.0,34174.0,0.0,336.0,3402.0,821357,264.0,37105,111.0,33243.0,0.0,330.0,1220.0
2021-08-04,Sonoma,County,496668.0,181.0,34355.0,2.0,338.0,3115.0,824472,205.0,37310,68.0,33311.0,0.0,330.0,1015.0
2021-08-05,Sonoma,County,496668.0,172.0,34527.0,0.0,338.0,4423.0,828895,311.0,37621,144.0,33455.0,0.0,330.0,2360.0
2021-08-06,Sonoma,County,496668.0,135.0,34662.0,2.0,340.0,2722.0,831617,150.0,37771,139.0,33594.0,3.0,333.0,2268.0
2021-08-07,Sonoma,County,496668.0,86.0,34748.0,1.0,341.0,1347.0,832964,94.0,37865,122.0,33716.0,0.0,333.0,2403.0
2021-08-08,Sonoma,County,496668.0,122.0,34870.0,1.0,342.0,1188.0,834152,94.0,37959,89.0,33805.0,0.0,333.0,1936.0
2021-08-09,Sonoma,County,496668.0,245.0,35115.0,1.0,343.0,3810.0,837962,264.0,38223,128.0,33933.0,0.0,333.0,1815.0
2021-08-10,Sonoma,County,496668.0,181.0,35296.0,2.0,345.0,3152.0,841114,184.0,38407,121.0,34054.0,0.0,333.0,1526.0
2021-08-11,Sonoma,County,496668.0,145.0,35441.0,2.0,347.0,2727.0,843841,185.0,38592,134.0,34188.0,0.0,333.0,1423.0
2021-08-12,Sonoma,County,496668.0,179.0,35620.0,2.0,349.0,3686.0,847527,206.0,38798,111.0,34299.0,0.0,333.0,2312.0
2021-08-13,Sonoma,County,496668.0,148.0,35768.0,4.0,353.0,2922.0,850449,188.0,38986,165.0,34464.0,0.0,333.0,2441.0
2021-08-14,Sonoma,County,496668.0,105.0,35873.0,0.0,353.0,1495.0,851944,132.0,39118,142.0,34606.0,0.0,333.0,2268.0
2021-08-15,Sonoma,County,496668.0,123.0,35996.0,0.0,353.0,1323.0,853267,106.0,39224,100.0,34706.0,0.0,333.0,1925.0
2021-08-16,Sonoma,County,496668.0,196.0,36192.0,3.0,356.0,4859.0,858126,308.0,39532,138.0,34844.0,0.0,333.0,1884.0
2021-08-17,Sonoma,County,496668.0,168.0,36360.0,1.0,357.0,3296.0,861422,177.0,39709,99.0,34943.0,0.0,333.0,1758.0
2021-08-18,Sonoma,County,496668.0,148.0,36508.0,1.0,358.0,3410.0,864832,190.0,39899,120.0,35063.0,0.0,333.0,1641.0
2021-08-19,Sonoma,County,496668.0,144.0,36652.0,1.0,359.0,4056.0,868888,201.0,40100,170.0,35233.0,3.0,336.0,3200.0
2021-08-20,Sonoma,County,496668.0,88.0,36740.0,2.0,361.0,3749.0,872637,171.0,40271,183.0,35416.0,0.0,336.0,2972.0
2021-08-21,Sonoma,County,496668.0,68.0,36808.0,1.0,362.0,1440.0,874077,64.0,40335,166.0,35582.0,0.0,336.0,2846.0
2021-08-22,Sonoma,County,496668.0,87.0,36895.0,0.0,362.0,1153.0,875230,77.0,40412,94.0,35676.0,0.0,336.0,2605.0
2021-08-23,Sonoma,County,496668.0,157.0,37052.0,2.0,364.0,4785.0,880015,207.0,40619,93.0,35769.0,0.0,336.0,2026.0
2021-08-24,Sonoma,County,496668.0,120.0,37172.0,0.0,364.0,4854.0,884869,156.0,40775,80.0,35849.0,0.0,336.0,1797.0
2021-08-25,Sonoma,County,496668.0,128.0,37300.0,0.0,364.0,4344.0,889213,187.0,40962,137.0,35986.0,0.0,336.0,3546.0
2021-08-26,Sonoma,County,496668.0,124.0,37424.0,2.0,366.0,5099.0,894312,207.0,41169,116.0,36102.0,1.0,337.0,3717.0
2021-08-27,Sonoma,County,496668.0,89.0,37513.0,1.0,367.0,3525.0,897837,123.0,41292,224.0,36326.0,5.0,342.0,4819.0
2021-08-28,Sonoma,County,496668.0,71.0,37584.0,1.0,368.0,1384.0,899221,86.0,41378,140.0,36466.0,10.0,352.0,3988.0
2021-08-29,Sonoma,County,496668.0,73.0,37657.0,0.0,368.0,1078.0,900299,57.0,41435,184.0,36650.0,0.0,352.0,4539.0
2021-08-30,Sonoma,County,496668.0,135.0,37792.0,2.0,370.0,5184.0,905483,165.0,41600,114.0,36764.0,0.0,352.0,4235.0
2021-08-31,Sonoma,County,496668.0,105.0,37897.0,3.0,373.0,5198.0,910681,139.0,41739,615.0,37379.0,0.0,352.0,14160.0
2021-09-01,Sonoma,County,496668.0,96.0,37993.0,1.0,374.0,3853.0,914534,93.0,41832,75.0,37454.0,0.0,352.0,2308.0
2021-09-02,Sonoma,County,496668.0,94.0,38087.0,2.0,376.0,4487.0,919021,124.0,41956,104.0,37558.0,0.0,352.0,4719.0
2021-09-03,Sonoma,County,496668.0,81.0,38168.0,0.0,376.0,3459.0,922480,97.0,42053,141.0,37699.0,6.0,358.0,4387.0
2021-09-04,Sonoma,County,496668.0,63.0,38231.0,0.0,376.0,1562.0,924042,62.0,42115,110.0,37809.0,0.0,358.0,4799.0
2021-09-05,Sonoma,County,496668.0,33.0,38264.0,1.0,377.0,1184.0,925226,39.0,42154,72.0,37881.0,0.0,358.0,2847.0
2021-09-06,Sonoma,County,496668.0,85.0,38349.0,0.0,377.0,1821.0,927047,69.0,42223,48.0,37929.0,0.0,358.0,3182.0
2021-09-07,Sonoma,County,496668.0,121.0,38470.0,1.0,378.0,6698.0,933745,151.0,42374,84.0,38013.0,0.0,358.0,2444.0
2021-09-08,Sonoma,County,496668.0,84.0,38554.0,1.0,379.0,4789.0,938534,116.0,42490,62.0,38075.0,2.0,360.0,2097.0
2021-09-09,Sonoma,County,496668.0,84.0,38638.0,1.0,380.0,4166.0,942700,105.0,42595,96.0,38171.0,0.0,360.0,3245.0
2021-09-10,Sonoma,County,496668.0,68.0,38706.0,1.0,381.0,3001.0,945701,72.0,42667,100.0,38271.0,8.0,368.0,4056.0
2021-09-11,Sonoma,County,496668.0,58.0,38764.0,2.0,383.0,1409.0,947110,53.0,42720,128.0,38399.0,0.0,368.0,4233.0
2021-09-12,Sonoma,County,496668.0,47.0,38811.0,3.0,386.0,1189.0,948299,53.0,42773,57.0,38456.0,0.0,368.0,4807.0
2021-09-13,Sonoma,County,496668.0,80.0,38891.0,0.0,386.0,4852.0,953151,107.0,42880,57.0,38513.0,0.0,368.0,2835.0
2021-09-14,Sonoma,County,496668.0,67.0,38958.0,0.0,386.0,4145.0,957296,102.0,42982,82.0,38595.0,1.0,369.0,2831.0
2021-09-15,Sonoma,County,496668.0,69.0,39027.0,0.0,386.0,3649.0,960945,91.0,43073,34.0,38629.0,0.0,369.0,2146.0
2021-09-16,Sonoma,County,496668.0,57.0,39084.0,3.0,389.0,3627.0,964572,78.0,43151,78.0,38707.0,0.0,369.0,4022.0
2021-09-17,Sonoma,County,496668.0,63.0,39147.0,1.0,390.0,2956.0,967528,66.0,43217,101.0,38808.0,0.0,369.0,3948.0
2021-09-18,Sonoma,County,496668.0,37.0,39184.0,2.0,392.0,1206.0,968734,43.0,43260,83.0,38891.0,0.0,369.0,2999.0
2021-09-19,Sonoma,County,496668.0,35.0,39219.0,0.0,392.0,1145.0,969879,41.0,43301,65.0,38956.0,0.0,369.0,2991.0
2021-09-20,Sonoma,County,496668.0,72.0,39291.0,2.0,394.0,4717.0,974596,85.0,43386,35.0,38991.0,0.0,369.0,2664.0
2021-09-21,Sonoma,County,496668.0,46.0,39337.0,0.0,394.0,4058.0,978654,66.0,43452,51.0,39042.0,0.0,369.0,2370.0
2021-09-22,Sonoma,County,496668.0,53.0,39390.0,0.0,394.0,4165.0,982819,82.0,43534,21.0,39063.0,0.0,369.0,1630.0
2021-09-23,Sonoma,County,496668.0,53.0,39443.0,1.0,395.0,3599.0,986418,67.0,43601,49.0,39112.0,0.0,369.0,3232.0
2021-09-24,Sonoma,County,496668.0,59.0,39502.0,0.0,395.0,2557.0,988975,84.0,43685,0.0,39112.0,0.0,369.0,
2021-09-25,Sonoma,County,496668.0,33.0,39535.0,0.0,395.0,1135.0,990110,19.0,43704,0.0,39112.0,0.0,369.0,
2021-09-26,Sonoma,County,496668.0,41.0,39576.0,0.0,395.0,1126.0,991236,36.0,43740,190.0,39302.0,1.0,370.0,10645.0
2021-09-27,Sonoma,County,496668.0,59.0,39635.0,2.0,397.0,4475.0,995711,87.0,43827,45.0,39347.0,0.0,370.0,2573.0
2021-09-28,Sonoma,County,496668.0,54.0,39689.0,1.0,398.0,4377.0,1000088,60.0,43887,48.0,39395.0,0.0,370.0,2595.0
2021-09-29,Sonoma,County,496668.0,47.0,39736.0,0.0,398.0,3716.0,1003804,67.0,43954,31.0,39426.0,0.0,370.0,2534.0
2021-09-30,Sonoma,County,496668.0,61.0,39797.0,0.0,398.0,3260.0,1007064,70.0,44024,71.0,39497.0,12.0,382.0,3230.0
2021-10-01,Sonoma,County,496668.0,49.0,39846.0,3.0,401.0,2694.0,1009758,54.0,44078,0.0,39497.0,0.0,382.0,
2021-10-02,Sonoma,County,496668.0,32.0,39878.0,1.0,402.0,1078.0,1010836,25.0,44103,0.0,39497.0,0.0,382.0,
2021-10-03,Sonoma,County,496668.0,34.0,39912.0,0.0,402.0,1029.0,1011865,31.0,44134,182.0,39679.0,-1.0,381.0,13013.0
2021-10-04,Sonoma,County,496668.0,66.0,39978.0,0.0,402.0,4323.0,1016188,80.0,44214,41.0,39720.0,0.0,381.0,2283.0
2021-10-05,Sonoma,County,496668.0,66.0,40044.0,0.0,402.0,3923.0,1020111,68.0,44282,36.0,39756.0,2.0,383.0,1644.0
2021-10-06,Sonoma,County,496668.0,55.0,40099.0,0.0,402.0,3818.0,1023929,68.0,44350,31.0,39787.0,0.0,383.0,1997.0
2021-10-07,Sonoma,County,496668.0,50.0,40149.0,0.0,402.0,3844.0,1027773,76.0,44426,61.0,39848.0,4.0,387.0,3666.0
2021-10-08,Sonoma,County,496668.0,37.0,40186.0,0.0,402.0,2242.0,1030015,43.0,44469,0.0,39848.0,0.0,387.0,
2021-10-09,Sonoma,County,496668.0,36.0,40222.0,0.0,402.0,951.0,1030966,41.0,44510,0.0,39848.0,0.0,387.0,
2021-10-10,Sonoma,County,496668.0,44.0,40266.0,1.0,403.0,875.0,1031841,30.0,44540,179.0,40027.0,3.0,390.0,10667.0
2021-10-11,Sonoma,County,496668.0,52.0,40318.0,2.0,405.0,3810.0,1035651,70.0,44610,40.0,40067.0,0.0,390.0,1772.0
2021-10-12,Sonoma,County,496668.0,45.0,40363.0,0.0,405.0,4432.0,1040083,62.0,44672,38.0,40105.0,0.0,390.0,1179.0
2021-10-13,Sonoma,County,496668.0,41.0,40404.0,0.0,405.0,3437.0,1043520,43.0,44715,17.0,40122.0,0.0,390.0,2169.0
2021-10-14,Sonoma,County,496668.0,56.0,40460.0,1.0,406.0,3325.0,1046845,44.0,44759,73.0,40195.0,0.0,390.0,3197.0
2021-10-15,Sonoma,County,496668.0,50.0,40510.0,1.0,407.0,2562.0,1049407,50.0,44809,0.0,40195.0,0.0,390.0,
2021-10-16,Sonoma,County,496668.0,34.0,40544.0,0.0,407.0,978.0,1050385,29.0,44838,0.0,40195.0,0.0,390.0,
2021-10-17,Sonoma,County,496668.0,40.0,40584.0,0.0,407.0,896.0,1051281,35.0,44873,111.0,40306.0,2.0,392.0,10609.0
2021-10-18,Sonoma,County,496668.0,76.0,40660.0,0.0,407.0,3713.0,1054994,73.0,44946,43.0,40349.0,0.0,392.0,1766.0
2021-10-19,Sonoma,County,496668.0,64.0,40724.0,0.0,407.0,4349.0,1059343,95.0,45041,30.0,40379.0,0.0,392.0,1565.0
2021-10-20,Sonoma,County,496668.0,74.0,40798.0,0.0,407.0,3355.0,1062698,69.0,45110,25.0,40404.0,1.0,393.0,1752.0
2021-10-21,Sonoma,County,496668.0,47.0,40845.0,1.0,408.0,3067.0,1065765,80.0,45190,72.0,40476.0,0.0,393.0,3293.0
2021-10-22,Sonoma,County,496668.0,69.0,40914.0,0.0,408.0,2407.0,1068172,78.0,45268,0.0,40476.0,0.0,393.0,
2021-10-23,Sonoma,County,496668.0,57.0,40971.0,0.0,408.0,985.0,1069157,40.0,45308,0.0,40476.0,0.0,393.0,
2021-10-24,Sonoma,County,496668.0,40.0,41011.0,0.0,408.0,627.0,1069784,17.0,45325,0.0,40476.0,0.0,393.0,11110.0
2021-10-25,Sonoma,County,496668.0,83.0,41094.0,1.0,409.0,4116.0,1073900,110.0,45435,270.0,40746.0,0.0,393.0,12422.0
2021-10-26,Sonoma,County,496668.0,73.0,41167.0,1.0,410.0,4487.0,1078387,101.0,45536,48.0,40794.0,0.0,393.0,1458.0
2021-10-27,Sonoma,County,496668.0,82.0,41249.0,0.0,410.0,3369.0,1081756,81.0,45617,35.0,40829.0,0.0,393.0,1864.0
2021-10-28,Sonoma,County,496668.0,76.0,41325.0,1.0,411.0,3317.0,1085073,92.0,45709,95.0,40924.0,0.0,393.0,4166.0
2021-10-29,Sonoma,County,496668.0,68.0,41393.0,0.0,411.0,2331.0,1087404,101.0,45810,0.0,40924.0,0.0,393.0,
2021-10-30,Sonoma,County,496668.0,21.0,41414.0,0.0,411.0,875.0,1088279,44.0,45854,0.0,40924.0,0.0,393.0,
2021-10-31,Sonoma,County,496668.0,39.0,41453.0,1.0,412.0,845.0,1089124,33.0,45887,259.0,41183.0,2.0,395.0,10984.0
2021-11-01,Sonoma,County,496668.0,70.0,41523.0,0.0,412.0,3991.0,1093115,85.0,45972,51.0,41234.0,0.0,395.0,1545.0
2021-11-02,Sonoma,County,496668.0,73.0,41596.0,1.0,413.0,5223.0,1098338,81.0,46053,54.0,41288.0,0.0,395.0,3545.0
2021-11-03,Sonoma,County,496668.0,81.0,41677.0,0.0,413.0,4343.0,1102681,72.0,46125,38.0,41326.0,0.0,395.0,1956.0
2021-11-04,Sonoma,County,496668.0,77.0,41754.0,0.0,413.0,3152.0,1105833,94.0,46219,72.0,41398.0,0.0,395.0,4183.0
2021-11-05,Sonoma,County,496668.0,60.0,41814.0,0.0,413.0,2827.0,1108660,85.0,46304,0.0,41398.0,0.0,395.0,
2021-11-06,Sonoma,County,496668.0,40.0,41854.0,0.0,413.0,1079.0,1109739,41.0,46345,0.0,41398.0,0.0,395.0,
2021-11-07,Sonoma,County,496668.0,50.0,41904.0,0.0,413.0,936.0,1110675,55.0,46400,232.0,41630.0,0.0,395.0,12261.0
2021-11-08,Sonoma,County,496668.0,50.0,41954.0,0.0,413.0,4358.0,1115033,73.0,46473,39.0,41669.0,0.0,395.0,1408.0
2021-11-09,Sonoma,County,496668.0,68.0,42022.0,0.0,413.0,4395.0,1119428,85.0,46558,58.0,41727.0,0.0,395.0,1520.0
2021-11-10,Sonoma,County,496668.0,57.0,42079.0,0.0,413.0,3903.0,1123331,71.0,46629,47.0,41774.0,0.0,395.0,1762.0
2021-11-11,Sonoma,County,496668.0,51.0,42130.0,0.0,413.0,2259.0,1125590,62.0,46691,0.0,41774.0,0.0,395.0,
2021-11-12,Sonoma,County,496668.0,37.0,42167.0,0.0,413.0,2408.0,1127998,61.0,46752,108.0,41882.0,4.0,399.0,8363.0
2021-11-13,Sonoma,County,496668.0,40.0,42207.0,0.0,413.0,933.0,1128931,44.0,46796,0.0,41882.0,0.0,399.0,
2021-11-14,Sonoma,County,496668.0,34.0,42241.0,0.0,413.0,986.0,1129917,22.0,46818,92.0,41974.0,2.0,401.0,5992.0
2021-11-15,Sonoma,County,496668.0,66.0,42307.0,0.0,413.0,4052.0,1133969,74.0,46892,47.0,42021.0,0.0,401.0,1683.0
2021-11-16,Sonoma,County,496668.0,51.0,42358.0,0.0,413.0,4533.0,1138502,63.0,46955,35.0,42056.0,0.0,401.0,1034.0
2021-11-17,Sonoma,County,496668.0,49.0,42407.0,2.0,415.0,3518.0,1142020,77.0,47032,37.0,42093.0,2.0,403.0,2269.0
2021-11-18,Sonoma,County,496668.0,46.0,42453.0,0.0,415.0,2751.0,1144771,53.0,47085,58.0,42151.0,0.0,403.0,4034.0
2021-11-19,Sonoma,County,496668.0,49.0,42502.0,0.0,415.0,2252.0,1147023,48.0,47133,0.0,42151.0,0.0,403.0,
2021-11-20,Sonoma,County,496668.0,33.0,42535.0,1.0,416.0,1019.0,1148042,30.0,47163,0.0,42151.0,0.0,403.0,
2021-11-21,Sonoma,County,496668.0,31.0,42566.0,0.0,416.0,987.0,1149029,33.0,47196,147.0,42298.0,1.0,404.0,9557.0
2021-11-22,Sonoma,County,496668.0,60.0,42626.0,0.0,416.0,3122.0,1152151,74.0,47270,46.0,42344.0,0.0,404.0,
2021-11-23,Sonoma,County,496668.0,61.0,42687.0,0.0,416.0,2681.0,1154832,70.0,47340,24.0,42368.0,1.0,405.0,3186.0
2021-11-24,Sonoma,County,496668.0,51.0,42738.0,1.0,417.0,2161.0,1156993,74.0,47414,0.0,42368.0,0.0,405.0,
2021-11-25,Sonoma,County,496668.0,32.0,42770.0,0.0,417.0,285.0,1157278,9.0,47423,0.0,42368.0,0.0,405.0,
2021-11-26,Sonoma,County,496668.0,57.0,42827.0,0.0,417.0,1154.0,1158432,50.0,47473,0.0,42368.0,0.0,405.0,
2021-11-27,Sonoma,County,496668.0,50.0,42877.0,0.0,417.0,1099.0,1159531,50.0,47523,0.0,42368.0,0.0,405.0,
2021-11-28,Sonoma,County,496668.0,63.0,42940.0,0.0,417.0,988.0,1160519,33.0,47556,215.0,42583.0,0.0,405.0,9075.0
2021-11-29,Sonoma,County,496668.0,86.0,43026.0,0.0,417.0,3886.0,1164405,107.0,47663,41.0,42624.0,0.0,405.0,1218.0
2021-11-30,Sonoma,County,496668.0,77.0,43103.0,0.0,417.0,4890.0,1169295,107.0,47770,39.0,42663.0,0.0,405.0,1411.0
2021-12-01,Sonoma,County,496668.0,79.0,43182.0,1.0,418.0,3387.0,1172682,99.0,47869,50.0,42713.0,0.0,405.0,2210.0
2021-12-02,Sonoma,County,496668.0,76.0,43258.0,0.0,418.0,3458.0,1176140,88.0,47957,65.0,42778.0,0.0,405.0,1742.0
2021-12-03,Sonoma,County,496668.0,74.0,43332.0,0.0,418.0,2858.0,1178998,102.0,48059,0.0,42778.0,0.0,405.0,
2021-12-04,Sonoma,County,496668.0,36.0,43368.0,0.0,418.0,1177.0,1180175,33.0,48092,0.0,42778.0,0.0,405.0,
2021-12-05,Sonoma,County,496668.0,45.0,43413.0,0.0,418.0,1013.0,1181188,39.0,48131,260.0,43038.0,0.0,405.0,12798.0
2021-12-06,Sonoma,County,496668.0,77.0,43490.0,0.0,418.0,4254.0,1185442,90.0,48221,76.0,43114.0,0.0,405.0,1968.0
2021-12-07,Sonoma,County,496668.0,71.0,43561.0,0.0,418.0,4612.0,1190054,96.0,48317,40.0,43154.0,0.0,405.0,1466.0
